fecha,mei,nino12,nino3,nino34,nino4,oni,soi,fase
1994-03-01,-0.22,-1.13,-0.36,-0.06,0.11,0.17,-1.35,Neutral
1994-04-01,0.02,-1.22,-0.43,0.03,0.25,0.31,-2.63,Neutral
1994-05-01,-0.02,-0.91,-0.21,0.14,0.27,0.42,-1.26,Neutral
1994-06-01,0.26,-0.59,-0.02,0.27,0.37,0.41,-1.46,Neutral
1994-07-01,0.96,-0.82,-0.38,0.16,0.59,0.44,-1.7,Neutral
1994-08-01,0.88,-0.9,-0.19,0.52,0.79,0.43,-2.03,Neutral
1994-09-01,1.1,-0.05,0.01,0.4,0.58,0.55,-1.7,Niño
1994-10-01,1.52,0.65,0.62,0.9,0.79,0.74,-1.58,Niño
1994-11-01,1.01,0.59,0.85,1.14,0.94,1.01,-0.81,Niño
1994-12-01,0.92,0.68,0.94,1.21,0.91,1.09,-1.41,Niño
1995-01-01,0.83,0.91,0.84,1.1,0.91,0.96,-0.51,Niño
1995-02-01,0.54,0.24,0.58,0.87,0.9,0.72,-0.35,Niño
1995-03-01,0.18,-0.57,0.06,0.49,0.82,0.53,0.24,Niño
1995-04-01,0.14,-0.99,-0.23,0.27,0.55,0.3,-1.72,Neutral
1995-05-01,0.14,-1.01,-0.53,0.03,0.49,0.14,-0.91,Neutral
1995-06-01,0.02,-0.53,-0.23,0.08,0.43,-0.03,-0.31,Neutral
1995-07-01,-0.28,-0.25,-0.1,0.03,0.25,-0.24,0.44,Neutral
1995-08-01,-0.71,-0.52,-0.58,-0.38,0.04,-0.54,-0.11,Niña
1995-09-01,-0.94,-0.28,-0.7,-0.57,-0.09,-0.81,0.28,Niña
1995-10-01,-0.74,-0.41,-0.73,-0.72,-0.28,-0.97,-0.34,Niña
1995-11-01,-0.77,-0.26,-0.75,-0.78,-0.3,-1.0,-0.02,Niña
1995-12-01,-0.9,-0.69,-0.74,-0.72,-0.24,-0.98,-0.72,Niña
1996-01-01,-0.85,-0.61,-0.58,-0.65,-0.35,-0.9,0.82,Niña
1996-02-01,-0.8,-0.32,-0.53,-0.66,-0.31,-0.75,-0.02,Niña
1996-03-01,-0.66,-0.07,-0.29,-0.48,-0.2,-0.59,0.53,Niña
1996-04-01,-0.76,-1.28,-0.55,-0.34,-0.18,-0.39,0.91,Neutral
1996-05-01,-0.85,-0.81,-0.53,-0.4,-0.22,-0.31,0.46,Neutral
1996-06-01,-0.91,-1.07,-0.34,-0.12,-0.04,-0.3,1.6,Neutral
1996-07-01,-0.83,-0.98,-0.26,-0.14,-0.18,-0.27,0.7,Neutral
1996-08-01,-0.64,-0.46,-0.28,-0.3,-0.28,-0.32,0.33,Neutral
1996-09-01,-0.32,-0.53,-0.33,-0.34,-0.26,-0.35,0.66,Neutral
1996-10-01,-0.37,-0.8,-0.39,-0.28,-0.19,-0.4,0.26,Neutral
1996-11-01,-0.34,-0.79,-0.49,-0.3,-0.08,-0.45,-0.21,Neutral
1996-12-01,-0.47,-1.03,-0.8,-0.43,0.03,-0.49,0.71,Neutral
1997-01-01,-0.65,-0.56,-0.7,-0.43,0.1,-0.5,0.29,Neutral
1997-02-01,-0.71,-0.03,-0.39,-0.24,0.19,-0.36,1.21,Neutral
1997-03-01,-0.3,0.82,0.06,-0.06,0.2,-0.1,-1.09,Neutral
1997-04-01,0.15,0.98,0.28,0.34,0.53,0.28,-1.55,Neutral
1997-05-01,0.71,2.16,1.07,0.87,0.67,0.75,-2.41,Niño
1997-06-01,2.34,3.17,1.68,1.15,0.53,1.22,-3.02,Niño
1997-07-01,2.27,3.63,2.27,1.6,0.71,1.6,-0.91,Niño
1997-08-01,2.27,3.98,2.75,1.94,0.76,1.9,-2.31,Niño
1997-09-01,2.2,4.05,2.85,2.1,0.86,2.14,-1.55,Niño
1997-10-01,2.06,4.0,3.11,2.29,0.83,2.33,-1.69,Niño
1997-11-01,2.14,4.12,3.22,2.42,0.94,2.4,-1.31,Niño
1997-12-01,2.11,4.27,3.24,2.3,0.78,2.39,-1.12,Niño
1998-01-01,2.29,3.55,3.03,2.42,0.91,2.24,-2.53,Niño
1998-02-01,2.45,2.88,2.5,2.08,0.85,1.93,-1.97,Niño
1998-03-01,2.28,2.88,2.03,1.49,0.51,1.44,-3.31,Niño
1998-04-01,2.61,3.0,1.51,0.9,0.23,0.99,-2.8,Niño
1998-05-01,2.32,3.01,1.25,0.68,0.19,0.45,0.17,Neutral
1998-06-01,0.41,2.0,0.09,-0.39,-0.27,-0.13,1.05,Neutral
1998-07-01,-1.54,1.31,-0.17,-0.73,-0.45,-0.78,1.49,Niña
1998-08-01,-1.82,0.94,-0.27,-0.83,-0.64,-1.12,0.83,Niña
1998-09-01,-1.4,0.31,-0.46,-0.82,-0.7,-1.31,1.04,Niña
1998-10-01,-1.29,0.12,-0.74,-1.19,-1.02,-1.35,1.01,Niña
1998-11-01,-1.34,-0.21,-0.71,-1.23,-1.1,-1.48,1.01,Niña
1998-12-01,-1.29,-0.14,-1.0,-1.51,-1.24,-1.57,1.32,Niña
1999-01-01,-1.28,-0.23,-0.97,-1.53,-1.5,-1.55,1.58,Niña
1999-02-01,-1.2,0.05,-0.77,-1.41,-1.43,-1.3,0.58,Niña
1999-03-01,-1.15,0.3,-0.37,-0.92,-1.02,-1.07,0.78,Niña
1999-04-01,-1.17,-0.78,-0.63,-0.81,-0.88,-0.98,2.1,Niña
1999-05-01,-1.34,-0.43,-0.59,-0.87,-0.84,-1.02,0.44,Niña
1999-06-01,-1.26,-0.55,-0.69,-0.95,-0.78,-1.04,0.0,Niña
1999-07-01,-1.17,-0.65,-0.64,-0.84,-0.82,-1.1,0.52,Niña
1999-08-01,-1.03,-0.51,-0.74,-0.98,-0.92,-1.11,-0.03,Niña
1999-09-01,-1.15,-0.97,-0.94,-0.84,-0.76,-1.16,-0.07,Niña
1999-10-01,-1.33,-0.76,-1.16,-1.03,-0.84,-1.26,0.95,Niña
1999-11-01,-1.33,-1.11,-1.42,-1.41,-1.05,-1.46,1.22,Niña
1999-12-01,-1.43,-1.06,-1.46,-1.54,-1.2,-1.65,1.37,Niña
2000-01-01,-1.25,-0.89,-1.71,-1.79,-1.35,-1.66,0.47,Niña
2000-02-01,-1.26,-0.47,-1.15,-1.53,-1.38,-1.41,1.24,Niña
2000-03-01,-1.37,-0.56,-0.82,-1.26,-1.34,-1.07,0.88,Niña
2000-04-01,-0.9,0.46,-0.3,-0.8,-1.1,-0.81,1.76,Niña
2000-05-01,-0.94,-0.29,-0.5,-0.8,-0.92,-0.71,0.42,Niña
2000-06-01,-1.18,-0.65,-0.75,-0.75,-0.67,-0.64,-0.87,Niña
2000-07-01,-0.61,-0.57,-0.58,-0.57,-0.58,-0.55,-0.34,Niña
2000-08-01,-0.08,-0.59,-0.38,-0.36,-0.44,-0.51,0.48,Niña
2000-09-01,-0.36,-0.34,-0.31,-0.39,-0.4,-0.55,0.97,Niña
2000-10-01,-0.52,-0.49,-0.48,-0.55,-0.48,-0.63,0.87,Niña
2000-11-01,-0.86,-0.7,-0.72,-0.75,-0.52,-0.75,2.02,Niña
2000-12-01,-0.79,-0.55,-0.72,-0.92,-0.8,-0.74,0.77,Niña
2001-01-01,-0.84,-0.76,-0.71,-0.88,-0.82,-0.68,0.78,Niña
2001-02-01,-0.86,-0.33,-0.4,-0.63,-0.77,-0.52,1.0,Niña
2001-03-01,-0.78,0.35,-0.1,-0.48,-0.61,-0.44,0.46,Neutral
2001-04-01,-0.55,0.42,-0.03,-0.3,-0.33,-0.34,-0.18,Neutral
2001-05-01,-0.52,-0.64,-0.31,-0.3,-0.23,-0.25,-0.84,Neutral
2001-06-01,-0.73,-0.86,-0.24,-0.11,-0.05,-0.12,-0.19,Neutral
2001-07-01,0.03,-0.7,-0.17,0.01,0.17,-0.08,-0.27,Neutral
2001-08-01,0.38,-0.77,-0.28,-0.07,0.21,-0.13,-1.01,Neutral
2001-09-01,-0.06,-1.2,-0.67,-0.28,0.29,-0.19,0.11,Neutral
2001-10-01,-0.23,-1.14,-0.53,-0.26,0.16,-0.29,-0.38,Neutral
2001-11-01,-0.28,-0.94,-0.59,-0.28,0.16,-0.35,0.64,Neutral
2001-12-01,0.06,-1.12,-0.64,-0.46,0.01,-0.31,-1.06,Neutral
2002-01-01,0.09,-0.94,-0.49,-0.14,0.27,-0.15,0.2,Neutral
2002-02-01,-0.26,-0.3,-0.2,0.0,0.25,0.03,0.64,Neutral
2002-03-01,-0.2,0.62,0.2,0.11,0.26,0.09,-0.81,Neutral
2002-04-01,-0.36,0.33,0.06,0.14,0.37,0.2,-0.48,Neutral
2002-05-01,-0.14,0.18,0.15,0.21,0.37,0.43,-1.54,Neutral
2002-06-01,0.34,-0.4,0.42,0.68,0.59,0.65,-1.02,Niño
2002-07-01,0.43,-0.44,0.27,0.57,0.59,0.79,-0.7,Niño
2002-08-01,1.01,-0.26,0.34,0.7,0.62,0.86,-1.62,Niño
2002-09-01,0.88,0.04,0.51,0.82,0.62,1.01,-0.66,Niño
2002-10-01,0.84,0.57,0.93,1.16,0.8,1.21,-0.79,Niño
2002-11-01,0.84,0.78,1.24,1.41,0.95,1.31,-0.6,Niño
2002-12-01,0.91,0.69,1.25,1.41,0.84,1.14,-1.3,Niño
2003-01-01,0.82,0.1,0.71,0.98,0.71,0.92,-0.3,Niño
2003-02-01,0.63,-0.21,0.28,0.64,0.69,0.63,-0.9,Niño
2003-03-01,0.53,-0.49,0.1,0.48,0.65,0.38,-0.91,Neutral
2003-04-01,-0.11,-0.9,-0.42,-0.03,0.42,-0.04,-0.48,Neutral
2003-05-01,-0.61,-1.35,-0.89,-0.52,0.09,-0.26,-0.85,Neutral
2003-06-01,-0.1,-0.91,-0.5,-0.19,0.19,-0.16,-1.75,Neutral
2003-07-01,0.01,-0.58,0.01,0.14,0.25,0.08,0.26,Neutral
2003-08-01,0.05,0.08,0.07,0.05,0.22,0.21,-0.35,Neutral
2003-09-01,0.18,-0.43,0.02,0.15,0.26,0.26,-0.18,Neutral
2003-10-01,0.28,-0.07,0.39,0.46,0.49,0.29,-0.26,Neutral
2003-11-01,0.3,0.29,0.35,0.39,0.55,0.35,-0.32,Neutral
2003-12-01,0.14,0.31,0.53,0.32,0.41,0.35,0.92,Neutral
2004-01-01,0.19,-0.03,0.43,0.26,0.4,0.37,-1.31,Neutral
2004-02-01,-0.04,-0.2,0.14,0.17,0.32,0.31,0.77,Neutral
2004-03-01,-0.43,-0.34,-0.06,-0.1,0.08,0.23,-0.11,Neutral
2004-04-01,-0.23,-0.45,-0.04,0.06,0.23,0.17,-1.91,Neutral
2004-05-01,-0.46,-0.96,-0.32,0.1,0.29,0.17,1.22,Neutral
2004-06-01,-0.38,-0.69,-0.19,0.14,0.3,0.28,-1.91,Neutral
2004-07-01,0.46,-0.7,-0.03,0.41,0.49,0.47,-0.72,Neutral
2004-08-01,0.76,-0.44,0.25,0.66,0.55,0.64,-0.9,Niño
2004-09-01,0.58,-0.1,0.33,0.67,0.72,0.7,-0.31,Niño
2004-10-01,0.4,0.11,0.47,0.73,0.75,0.67,-0.42,Niño
2004-11-01,0.56,0.39,0.49,0.62,0.73,0.66,-1.06,Niño
2004-12-01,0.48,0.27,0.54,0.71,0.75,0.69,-0.94,Niño
2005-01-01,0.09,0.03,0.28,0.56,0.82,0.64,0.2,Niño
2005-02-01,0.61,-0.61,-0.11,0.26,0.6,0.58,-2.99,Niño
2005-03-01,0.83,-1.15,-0.16,0.28,0.51,0.45,-0.26,Neutral
2005-04-01,0.14,-0.36,0.14,0.28,0.37,0.43,-1.22,Neutral
2005-05-01,0.19,0.22,0.25,0.3,0.28,0.29,-1.46,Neutral
2005-06-01,0.21,-0.15,0.18,0.22,0.24,0.11,0.11,Neutral
2005-07-01,-0.0,-0.06,0.12,-0.01,0.1,-0.06,0.06,Neutral
2005-08-01,0.02,-0.3,0.09,-0.04,0.1,-0.14,-0.97,Neutral
2005-09-01,-0.02,-0.61,-0.25,-0.08,0.1,-0.11,0.34,Neutral
2005-10-01,-0.66,-1.05,-0.43,-0.15,0.09,-0.29,1.12,Neutral
2005-11-01,-0.7,-1.41,-0.92,-0.44,-0.04,-0.57,-0.42,Niña
2005-12-01,-0.7,-1.19,-1.27,-0.75,-0.25,-0.84,0.01,Niña
2006-01-01,-0.64,-0.69,-0.9,-0.98,-0.54,-0.85,1.29,Niña
2006-02-01,-0.49,0.33,-0.4,-0.71,-0.66,-0.77,-0.12,Niña
2006-03-01,-0.62,-0.27,-0.58,-0.73,-0.48,-0.57,1.32,Niña
2006-04-01,-0.84,-0.89,-0.26,-0.3,-0.22,-0.37,1.17,Neutral
2006-05-01,-0.42,-0.39,-0.14,-0.11,-0.0,-0.14,-0.96,Neutral
2006-06-01,-0.17,-0.19,-0.02,0.09,0.16,-0.03,-0.98,Neutral
2006-07-01,0.22,0.18,-0.01,0.03,0.21,0.1,-0.9,Neutral
2006-08-01,0.59,0.51,0.36,0.37,0.45,0.3,-1.75,Neutral
2006-09-01,0.65,0.78,0.71,0.62,0.57,0.54,-0.6,Niño
2006-10-01,0.77,1.2,0.85,0.76,0.66,0.77,-1.52,Niño
2006-11-01,1.0,0.91,0.93,0.98,0.76,0.94,0.05,Niño
2006-12-01,0.64,0.62,1.06,1.1,0.82,0.94,-0.39,Niño
2007-01-01,0.64,0.57,0.63,0.59,0.53,0.66,-0.83,Niño
2007-02-01,0.4,0.06,-0.0,0.12,0.35,0.22,-0.38,Neutral
2007-03-01,-0.19,-0.65,-0.36,-0.15,0.15,-0.12,-0.3,Neutral
2007-04-01,-0.32,-1.05,-0.45,-0.16,0.1,-0.32,-0.35,Neutral
2007-05-01,-0.41,-1.47,-0.76,-0.39,-0.05,-0.38,-0.3,Neutral
2007-06-01,-0.83,-1.4,-0.51,-0.16,0.04,-0.47,0.14,Neutral
2007-07-01,-0.76,-0.94,-0.63,-0.37,-0.1,-0.56,-0.44,Niña
2007-08-01,-0.91,-1.36,-0.96,-0.57,-0.17,-0.81,0.01,Niña
2007-09-01,-1.06,-1.34,-1.29,-1.04,-0.56,-1.07,0.12,Niña
2007-10-01,-1.13,-1.65,-1.48,-1.41,-0.77,-1.34,0.44,Niña
2007-11-01,-1.12,-1.95,-1.71,-1.58,-1.11,-1.5,0.82,Niña
2007-12-01,-1.19,-1.63,-1.67,-1.61,-1.08,-1.6,1.49,Niña
2008-01-01,-1.07,-0.8,-1.6,-1.79,-1.38,-1.64,1.54,Niña
2008-02-01,-1.27,-0.16,-1.25,-1.7,-1.45,-1.52,2.05,Niña
2008-03-01,-1.52,0.33,-0.73,-1.17,-1.23,-1.29,1.04,Niña
2008-04-01,-1.1,0.5,-0.47,-0.89,-0.95,-1.01,0.56,Niña
2008-05-01,-0.99,-0.32,-0.19,-0.64,-0.85,-0.84,-0.25,Niña
2008-06-01,-0.79,0.26,-0.05,-0.44,-0.66,-0.61,0.34,Niña
2008-07-01,-0.78,0.47,0.33,-0.04,-0.45,-0.37,0.2,Neutral
2008-08-01,-1.01,0.67,0.54,-0.04,-0.37,-0.23,0.64,Neutral
2008-09-01,-1.02,0.32,0.03,-0.28,-0.45,-0.24,1.26,Neutral
2008-10-01,-1.09,-0.17,-0.02,-0.3,-0.4,-0.35,1.52,Neutral
2008-11-01,-0.98,-0.21,-0.15,-0.37,-0.52,-0.55,1.64,Niña
2008-12-01,-1.01,-0.33,-0.63,-0.9,-0.72,-0.73,1.43,Niña
2009-01-01,-1.01,-0.17,-0.62,-1.0,-0.71,-0.85,0.85,Niña
2009-02-01,-0.85,-0.31,-0.49,-0.71,-0.52,-0.79,1.37,Niña
2009-03-01,-0.95,-0.85,-0.76,-0.72,-0.35,-0.61,-0.21,Niña
2009-04-01,-0.81,0.0,-0.07,-0.25,-0.09,-0.33,1.06,Neutral
2009-05-01,-0.72,0.17,0.34,0.17,0.16,0.01,-0.86,Neutral
2009-06-01,-0.05,0.54,0.71,0.49,0.34,0.28,-0.45,Neutral
2009-07-01,0.56,0.7,0.89,0.69,0.46,0.45,0.18,Neutral
2009-08-01,0.56,0.66,0.72,0.62,0.62,0.58,-0.59,Niño
2009-09-01,0.42,0.22,0.76,0.68,0.59,0.71,0.35,Niño
2009-10-01,0.56,0.22,0.78,0.96,0.92,1.01,-1.66,Niño
2009-11-01,1.04,0.14,1.19,1.49,1.21,1.36,-0.67,Niño
2009-12-01,0.95,0.49,1.47,1.81,1.31,1.56,-0.95,Niño
2010-01-01,0.93,0.36,1.1,1.43,1.21,1.5,-1.13,Niño
2010-02-01,1.28,0.04,0.79,1.18,0.95,1.22,-1.59,Niño
2010-03-01,1.33,-0.04,0.61,1.07,0.9,0.84,-1.4,Niño
2010-04-01,0.49,0.51,0.53,0.56,0.7,0.35,1.88,Neutral
2010-05-01,-0.12,0.39,-0.01,-0.15,0.1,-0.17,0.85,Neutral
2010-06-01,-1.29,0.14,-0.53,-0.62,-0.25,-0.66,0.24,Niña
2010-07-01,-2.42,-1.05,-0.84,-0.89,-0.61,-1.05,1.95,Niña
2010-08-01,-2.38,-1.23,-1.07,-1.33,-1.12,-1.35,1.77,Niña
2010-09-01,-2.26,-1.29,-1.34,-1.56,-1.28,-1.56,2.44,Niña
2010-10-01,-2.16,-1.53,-1.7,-1.65,-1.4,-1.64,1.8,Niña
2010-11-01,-2.01,-1.39,-1.56,-1.57,-1.41,-1.64,1.62,Niña
2010-12-01,-1.85,-1.03,-1.55,-1.63,-1.37,-1.59,2.9,Niña
2011-01-01,-1.77,-0.61,-1.41,-1.7,-1.38,-1.42,2.01,Niña
2011-02-01,-1.59,0.07,-0.84,-1.26,-1.02,-1.19,2.12,Niña
2011-03-01,-1.75,-0.43,-0.77,-0.98,-0.74,-0.93,2.09,Niña
2011-04-01,-1.69,-0.05,-0.36,-0.74,-0.69,-0.73,3.02,Niña
2011-05-01,-1.24,0.25,-0.23,-0.53,-0.53,-0.55,0.46,Niña
2011-06-01,-1.03,0.36,0.1,-0.25,-0.42,-0.44,-0.04,Neutral
2011-07-01,-0.75,0.27,0.06,-0.23,-0.47,-0.48,1.11,Neutral
2011-08-01,-0.81,-0.2,-0.4,-0.66,-0.58,-0.62,0.07,Niña
2011-09-01,-1.08,-1.01,-0.68,-0.76,-0.68,-0.83,1.14,Niña
2011-10-01,-1.3,-0.71,-0.98,-0.93,-0.75,-1.01,0.91,Niña
2011-11-01,-1.14,-0.8,-1.04,-1.09,-0.74,-1.09,1.41,Niña
2011-12-01,-1.18,-0.68,-0.79,-1.05,-1.04,-1.04,2.45,Niña
2012-01-01,-1.07,-0.39,-0.73,-0.93,-1.01,-0.86,0.9,Niña
2012-02-01,-0.68,0.4,-0.14,-0.61,-0.72,-0.72,0.22,Niña
2012-03-01,-0.59,-0.02,-0.15,-0.48,-0.56,-0.59,0.2,Niña
2012-04-01,-0.38,0.48,-0.0,-0.29,-0.31,-0.47,-0.65,Neutral
2012-05-01,-0.32,0.43,0.01,-0.18,-0.28,-0.26,-0.38,Neutral
2012-06-01,-0.28,0.99,0.5,0.14,-0.16,-0.01,-1.51,Neutral
2012-07-01,0.34,0.82,0.84,0.44,-0.06,0.25,-0.15,Neutral
2012-08-01,-0.02,0.27,0.75,0.66,0.28,0.37,-0.74,Neutral
2012-09-01,-0.29,0.04,0.39,0.44,0.28,0.37,0.22,Neutral
2012-10-01,-0.19,-0.39,0.04,0.23,0.33,0.27,0.17,Neutral
2012-11-01,-0.03,-0.46,0.17,0.33,0.36,0.05,0.33,Neutral
2012-12-01,-0.03,-0.61,-0.27,-0.13,0.1,-0.21,-0.77,Neutral
2013-01-01,-0.06,-0.7,-0.59,-0.42,-0.06,-0.43,-0.1,Neutral
2013-02-01,-0.08,-0.32,-0.45,-0.4,-0.15,-0.43,-0.47,Neutral
2013-03-01,-0.13,-0.38,0.04,-0.14,-0.18,-0.34,1.06,Neutral
2013-04-01,-0.35,-1.32,-0.11,-0.08,-0.06,-0.3,0.01,Neutral
2013-05-01,-0.68,-1.44,-0.67,-0.28,-0.06,-0.36,0.9,Neutral
2013-06-01,-1.14,-1.44,-0.71,-0.33,-0.12,-0.41,1.45,Neutral
2013-07-01,-0.79,-1.36,-0.56,-0.28,-0.11,-0.4,0.76,Neutral
2013-08-01,-0.45,-0.76,-0.48,-0.29,0.02,-0.32,-0.23,Neutral
2013-09-01,-0.33,-0.77,-0.22,-0.09,-0.0,-0.26,0.41,Neutral
2013-10-01,-0.13,-0.16,-0.1,-0.24,-0.05,-0.18,-0.34,Neutral
2013-11-01,-0.16,-0.5,-0.11,-0.02,0.16,-0.17,0.75,Neutral
2013-12-01,-0.33,-0.25,-0.02,-0.09,-0.08,-0.27,-0.05,Neutral
2014-01-01,-0.5,0.37,-0.27,-0.42,-0.23,-0.42,1.19,Neutral
2014-02-01,-0.42,-0.67,-0.65,-0.45,0.08,-0.46,-0.32,Neutral
2014-03-01,-0.05,-0.51,-0.16,-0.07,0.27,-0.27,-1.7,Neutral
2014-04-01,-0.17,-0.25,0.22,0.28,0.33,0.04,0.81,Neutral
2014-05-01,-0.17,0.74,0.55,0.45,0.41,0.21,0.72,Neutral
2014-06-01,0.0,1.17,0.91,0.48,0.39,0.16,-0.46,Neutral
2014-07-01,0.41,1.04,0.56,0.13,0.23,0.05,-0.26,Neutral
2014-08-01,0.23,0.67,0.37,0.14,0.33,0.07,-1.42,Neutral
2014-09-01,-0.1,0.15,0.36,0.37,0.47,0.23,-0.66,Neutral
2014-10-01,0.11,0.34,0.63,0.48,0.53,0.49,-0.86,Neutral
2014-11-01,0.37,0.57,0.92,0.89,0.81,0.64,-0.96,Neutral
2014-12-01,0.35,0.14,0.8,0.77,0.71,0.66,-0.66,Neutral
2015-01-01,0.23,-0.16,0.39,0.59,0.71,0.55,-0.87,Neutral
2015-02-01,0.06,-0.62,0.16,0.57,0.84,0.47,-0.04,Neutral
2015-03-01,0.15,-0.01,0.08,0.48,0.76,0.53,-1.4,Niño
2015-04-01,0.31,0.64,0.75,0.9,1.02,0.7,-0.27,Niño
2015-05-01,0.95,1.59,0.99,1.04,0.97,0.93,-1.04,Niño
2015-06-01,1.9,2.19,1.54,1.28,1.05,1.18,-1.72,Niño
2015-07-01,1.79,2.32,1.87,1.56,1.04,1.52,-1.41,Niño
2015-08-01,1.95,2.08,2.08,1.87,1.05,1.86,-2.15,Niño
2015-09-01,2.24,2.48,2.36,2.01,1.12,2.16,-1.65,Niño
2015-10-01,2.15,2.38,2.47,2.21,1.19,2.42,-1.91,Niño
2015-11-01,1.93,2.21,2.63,2.57,1.59,2.57,-0.63,Niño
2015-12-01,1.93,2.09,2.65,2.56,1.51,2.64,-1.0,Niño
2016-01-01,1.93,1.82,2.64,2.56,1.33,2.48,-2.12,Niño
2016-02-01,1.8,1.09,1.9,2.11,1.3,2.14,-2.09,Niño
2016-03-01,1.32,1.1,1.52,1.6,1.15,1.58,-0.75,Niño
2016-04-01,1.32,0.29,0.78,1.05,0.88,0.94,-2.61,Niño
2016-05-01,1.24,0.45,0.21,0.45,0.63,0.39,0.22,Neutral
2016-06-01,0.35,0.52,0.11,0.06,0.45,-0.07,0.44,Neutral
2016-07-01,-0.54,-0.06,-0.24,-0.25,0.24,-0.36,0.45,Neutral
2016-08-01,-0.26,0.19,-0.5,-0.48,0.02,-0.54,0.4,Niña
2016-09-01,-0.29,0.25,-0.19,-0.46,-0.16,-0.63,1.28,Niña
2016-10-01,-0.53,-0.03,-0.52,-0.75,-0.38,-0.69,-0.66,Niña
2016-11-01,-0.47,-0.08,-0.48,-0.63,-0.29,-0.67,-0.23,Niña
2016-12-01,-0.37,0.02,-0.48,-0.51,-0.13,-0.56,0.19,Niña
2017-01-01,-0.42,0.33,-0.09,-0.34,-0.13,-0.34,0.08,Neutral
2017-02-01,-0.41,0.93,0.4,-0.01,0.06,-0.16,-0.33,Neutral
2017-03-01,-0.58,1.56,0.24,-0.09,-0.05,0.05,0.41,Neutral
2017-04-01,-0.19,0.49,0.42,0.22,0.19,0.2,-0.75,Neutral
2017-05-01,0.2,0.25,0.31,0.3,0.29,0.3,0.23,Neutral
2017-06-01,-0.23,0.2,0.06,0.22,0.34,0.31,-1.39,Neutral
2017-07-01,-0.63,-0.46,0.08,0.22,0.29,0.14,0.85,Neutral
2017-08-01,-0.72,-0.76,-0.37,-0.18,0.17,-0.11,0.17,Neutral
2017-09-01,-0.73,-1.28,-0.88,-0.56,-0.1,-0.38,0.62,Neutral
2017-10-01,-0.59,-1.32,-0.82,-0.52,-0.1,-0.65,0.75,Niña
2017-11-01,-0.62,-1.44,-1.1,-0.84,-0.21,-0.84,0.94,Niña
2017-12-01,-0.74,-1.54,-1.09,-0.85,-0.31,-0.97,-0.27,Niña
2018-01-01,-0.79,-1.25,-1.17,-0.86,-0.31,-0.92,0.91,Niña
2018-02-01,-0.71,-0.43,-0.77,-0.73,-0.2,-0.85,-0.73,Niña
2018-03-01,-0.8,-1.3,-0.87,-0.73,-0.09,-0.7,1.03,Niña
2018-04-01,-1.32,-0.81,-0.43,-0.36,0.18,-0.5,0.58,Niña
2018-05-01,-0.94,-0.46,-0.18,-0.12,0.29,-0.22,0.56,Neutral
2018-06-01,-0.51,-0.47,0.19,0.12,0.29,-0.01,-0.74,Neutral
2018-07-01,-0.05,-0.08,0.27,0.27,0.34,0.09,0.18,Neutral
2018-08-01,0.47,-0.54,-0.12,0.05,0.46,0.23,-0.87,Neutral
2018-09-01,0.62,0.12,0.14,0.3,0.56,0.49,-0.99,Neutral
2018-10-01,0.52,0.3,0.71,0.84,0.84,0.76,0.27,Niño
2018-11-01,0.33,0.69,1.0,1.0,0.81,0.9,-0.08,Niño
2018-12-01,0.18,0.79,0.98,0.97,0.89,0.81,0.93,Niño
2019-01-01,0.09,0.67,0.59,0.51,0.5,0.75,-0.16,Niño
2019-02-01,0.5,0.66,0.59,0.62,0.67,0.72,-1.43,Niño
2019-03-01,0.76,-0.18,0.62,0.81,0.68,0.71,-0.91,Niño
2019-04-01,0.3,0.36,0.64,0.67,0.58,0.66,-0.03,Niño
2019-05-01,0.23,0.24,0.55,0.61,0.65,0.54,-0.71,Niño
2019-06-01,0.35,-0.11,0.45,0.66,0.74,0.45,-1.36,Neutral
2019-07-01,0.3,-0.36,0.07,0.41,0.72,0.28,-0.51,Neutral
2019-08-01,0.32,-0.29,0.03,0.19,0.54,0.14,-0.7,Neutral
2019-09-01,0.16,-0.68,-0.22,0.11,0.51,0.19,-1.26,Neutral
2019-10-01,0.31,-0.71,0.1,0.55,0.86,0.35,-0.66,Neutral
2019-11-01,0.47,0.02,0.44,0.74,0.88,0.51,-1.03,Neutral
2019-12-01,0.36,-0.19,0.25,0.51,0.77,0.55,-0.73,Neutral
2020-01-01,0.24,-0.12,0.37,0.64,0.88,0.5,0.01,Neutral
2020-02-01,0.26,-0.03,0.2,0.48,0.82,0.48,-0.31,Neutral
2020-03-01,0.13,-0.44,-0.02,0.36,0.7,0.4,-0.75,Neutral
2020-04-01,-0.15,0.03,0.34,0.49,0.61,0.19,0.16,Neutral
2020-05-01,-0.23,-0.24,-0.24,-0.12,0.18,-0.08,0.71,Neutral
2020-06-01,-0.68,-0.43,-0.53,-0.21,0.19,-0.3,-1.36,Neutral
2020-07-01,-0.94,-1.09,-0.36,-0.04,0.17,-0.41,0.44,Neutral
2020-08-01,-0.96,-0.43,-0.44,-0.42,-0.1,-0.57,0.85,Niña
2020-09-01,-1.15,-0.85,-0.79,-0.66,-0.28,-0.89,0.98,Niña
2020-10-01,-1.17,-0.99,-1.0,-1.19,-0.66,-1.17,0.27,Niña
2020-11-01,-1.13,-0.87,-0.89,-1.01,-0.49,-1.27,0.85,Niña
2020-12-01,-1.14,-0.76,-0.77,-0.98,-0.68,-1.19,1.76,Niña
